chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr11	63694609	63695109	intergenic_si_3405	0.011607466	24	3.075914498	32.04	36.39	39.13	46.79	32.85	32.32	24.09	34.76	46.79	24.09	1.942299709	9.25
chr11	79995578	79996078	intergenic_si_3611	0.011607466	24	4.716402231	21.02	19.96	28.55	39.67	22.44	15.77	10.54	20.17	39.67	10.54	3.763757116	9.25
chr12	113930114	113930614	intergenic_si_5215	0.011607466	22.5	1.499066376	10.51	12.52	12.78	23.25	11.85	8.67	11.29	11.48	23.25	8.67	2.6816609	9.25
chr14	8926665	8927165	intergenic_bi_3183	0.011607466	24	3.945655839	13.01	19.57	21.56	21.94	15.98	18.66	11.29	16.89	21.94	11.29	1.943312666	9.25
chr14	31719019	31719519	intergenic_si_6576	0.011607466	24	13.51281059	61.07	67.31	78.05	100.41	42.01	61.76	41.66	48.2	100.41	41.66	2.410225636	9.25
chr15	88666113	88666613	intergenic_si_7982	0.011607466	24	1.958685784	6.01	8.61	8.78	12.5	7.36	8.93	2.76	2.79	12.5	2.76	4.528985507	9.25
chr16	11178288	11178788	intergenic_si_8305	0.011607466	24	2.524371209	6.01	6.26	7.79	9.88	9.87	3.68	4.27	4.43	9.88	3.68	2.684782609	9.25
chr19	12071729	12072229	intergenic_si_10880	0.011607466	24	5.861915216	13.52	15.26	17.57	22.81	22.08	4.99	9.28	11.97	22.81	4.99	4.571142285	9.25
chr3	82137491	82137991	intergenic_si_13531	0.002024057	24	2.368807717	3.5	3.91	5.79	6.98	4.31	1.31	1.76	2.3	6.98	1.31	5.328244275	9.25
chr4	57931442	57931942	intergenic_si_14726	0.011607466	24	2.481944802	5.01	7.44	8.18	8.57	2.15	6.83	2.01	3.93	8.57	2.01	4.263681592	9.25
chr4	138928994	138929494	intragenic_bi_8334	0.011607466	22.5	1.576848122	4	9	5.99	10.03	4.67	2.89	3.76	4.59	10.03	2.89	3.470588235	9.25
chr4	149589111	149589611	intergenic_si_15751	0.000244031	24	1.619274529	5.51	13.3	13.37	17.15	5.75	6.31	4.52	5.25	17.15	4.52	3.794247788	9.25
chr5	109096377	109096877	intergenic_si_16681	0.011607466	22.5	4.065863992	15.52	20.74	19.36	21.8	18.67	8.93	13.8	17.54	21.8	8.93	2.441209406	9.25
chr5	136150134	136150634	intergenic_bi_8504	1.77E-05	24	6.901362184	17.52	20.74	23.16	25.87	22.98	13.4	9.28	10.82	25.87	9.28	2.787715517	9.25
chr7	52962123	52962623	intragenic_bi_10238	1.77E-05	24	7.488260813	16.02	30.13	46.71	53.91	17.59	17.08	11.29	12.79	53.91	11.29	4.775022143	9.25
chr8	107592090	107592590	intergenic_si_20759	0.000244031	24	10.57831745	28.03	33.65	36.33	39.67	17.59	17.34	16.56	14.1	39.67	14.1	2.813475177	9.25
chr1	62753333	62753833	intragenic_bi_137	0.011607466	24	1.336431816	2	2.74	7.79	9.45	7.18	7.36	7.03	5.9	9.45	2	4.725	10
chr1	63170415	63170915	intragenic_bi_144	0.000244031	24	5.303300859	7.51	4.7	14.17	22.67	16.52	14.19	10.04	9.02	22.67	4.7	4.823404255	10
chr1	93359884	93360384	intergenic_bi_278	0.011607466	24	2.10010714	8.01	5.87	10.98	14.97	12.75	10.25	8.28	8.85	14.97	5.87	2.550255537	10
chr1	133516023	133516523	intergenic_si_769	7.09E-05	24	0.459619408	0	0.39	4.19	10.03	1.26	0.26	0	0.16	10.03	0.01	1003	10
chr10	79788746	79789246	intragenic_bi_1013	0.011607466	24	2.566797616	5.51	3.52	6.59	15.69	9.16	9.99	6.02	6.07	15.69	3.52	4.457386364	10
chr10	89096399	89096899	intergenic_si_2342	0.011607466	24	2.10010714	6.01	7.44	6.19	12.79	9.16	11.56	9.03	7.54	12.79	6.01	2.1281198	10
chr11	3099521	3100021	intergenic_si_2822	0.024890262	21	4.016366517	24.53	28.18	27.95	35.02	27.65	22.86	25.09	27.05	35.02	22.86	1.531933508	10
chr11	4586860	4587360	intergenic_bi_1345	0.011607466	24	4.320422433	19.52	26.61	21.36	26.74	11.13	16.03	16.56	19.18	26.74	11.13	2.402515723	10
chr11	4806154	4806654	intragenic_bi_1348	0.000244031	24	6.724585489	3	3.13	8.98	29.94	18.49	14.98	14.55	10.16	29.94	3	9.98	10
chr11	23203943	23204443	intergenic_si_3039	0.011607466	24	1.725340546	4.51	5.48	6.99	10.61	10.05	7.88	7.03	8.2	10.61	4.51	2.352549889	10
chr11	51910508	51911008	intergenic_si_3223	0.024890262	21	3.938584771	5.01	7.44	10.58	12.79	6.82	2.89	6.78	5.9	12.79	2.89	4.425605536	10
chr11	53116107	53116607	intergenic_si_3239	0.011607466	24	4.596194078	8.01	12.52	13.37	16.28	6.46	5.52	6.02	10.66	16.28	5.52	2.949275362	10
chr11	53722109	53722609	intergenic_bi_1579	0.011607466	24	3.245620126	16.02	14.87	15.77	17.44	14	4.73	7.28	10.49	17.44	4.73	3.687103594	10
chr11	55279821	55280321	intergenic_si_3291	0.011607466	24	1.994041123	7.51	8.61	8.18	9.59	3.77	2.37	4.02	7.87	9.59	2.37	4.046413502	10
chr11	72422778	72423278	intragenic_si_1519	1.77E-05	24	1.103086579	0	0.78	0.8	10.17	7.18	4.99	1.25	0.49	10.17	0.01	1017	10
chr11	88873580	88874080	intragenic_si_1645	0.002024057	24	1.527350647	1.5	3.13	4.79	6.1	3.95	2.63	4.52	1.48	6.1	1.48	4.121621622	10
chr11	88883278	88883778	intergenic_si_3738	0.000244031	24	9.779286784	83.1	93.13	100.01	115.67	81.87	67.27	79.3	81.65	115.67	67.27	1.719488628	10
chr11	88883978	88884478	intergenic_si_3739	0.024890262	21	12.01374421	46.55	61.44	66.07	66.26	51.35	39.16	50.44	48.36	66.26	39.16	1.692032686	10
chr11	98153547	98154047	intergenic_si_3879	0.002024057	24	2.983990617	0	1.17	2.79	6.1	5.39	3.68	5.77	1.64	6.1	0.01	610	10
chr11	98156508	98157008	intergenic_bi_1951	0.002024057	24	13.13804399	9.51	10.57	30.14	67.43	37.7	33.9	44.92	28.53	67.43	9.51	7.090431125	10
chr11	102265948	102266448	intragenic_bi_2074	0.002024057	24	5.366940469	1	1.57	4.39	16.71	9.16	14.72	7.78	4.43	16.71	1	16.71	10
chr11	115028028	115028528	intragenic_si_1840	0.011607466	24	1.407142495	1	1.57	3.79	7.27	3.05	3.68	2.76	1.8	7.27	1	7.27	10
chr11	116944672	116945172	intergenic_bi_2154	1.77E-05	24	11.77332791	7.51	10.17	21.56	40.11	31.96	27.33	21.08	17.87	40.11	7.51	5.340878828	10
chr11	117827718	117828218	intragenic_si_1909	0.011607466	24	1.859690835	1	1.96	4.59	7.7	4.13	5.78	2.01	2.13	7.7	1	7.7	10
chr12	33451111	33451611	intergenic_si_4557	0.000244031	24	3.443610024	0	1.17	4.39	13.22	11.49	6.04	3.26	3.44	13.22	0.01	1322	10
chr12	33453227	33453727	intergenic_bi_2317	0.002024057	24	12.22587625	2.5	1.96	13.17	35.6	31.96	14.98	18.32	8.36	35.6	1.96	18.16326531	10
chr12	106088230	106088730	intragenic_si_2276	0.011607466	24	1.534421715	6.01	7.44	7.98	8.43	4.31	7.1	5.27	4.59	8.43	4.31	1.955916473	10
chr13	21328523	21329023	intergenic_bi_2703	0.011607466	24	3.422396821	7.51	3.91	11.98	17.73	10.95	12.09	8.28	3.61	17.73	3.61	4.911357341	10
chr13	102535807	102536307	intragenic_si_2697	0.011607466	24	1.230365799	3	2.35	3.19	6.98	4.67	6.31	3.26	4.75	6.98	2.35	2.970212766	10
chr14	35176872	35177372	intergenic_si_6615	0.002024057	24	3.012274888	10.01	7.04	9.78	10.46	6.82	5.52	3.76	5.74	10.46	3.76	2.781914894	10
chr14	59824686	59825186	intragenic_bi_3537	0.024890262	21	3.585031381	6.51	8.61	11.58	16.13	10.05	3.68	6.52	6.72	16.13	3.68	4.383152174	10
chr14	70084330	70084830	intragenic_si_3020	0.002024057	24	4.341635636	16.02	17.61	23.75	25.29	24.78	22.34	18.32	19.02	25.29	16.02	1.578651685	10
chr15	25415109	25415609	intergenic_bi_3592	0.011607466	24	4.058792924	8.51	4.3	15.37	33.71	16.7	16.56	20.33	14.59	33.71	4.3	7.839534884	10
chr15	31183700	31184200	intragenic_si_3183	0.002024057	24	2.411234124	2	3.91	5.79	17.29	8.8	9.2	8.78	8.03	17.29	2	8.645	10
chr15	38035715	38036215	intergenic_bi_3633	0.002024057	24	3.139554108	1.5	0.39	2.4	7.27	5.57	5.26	3.76	0.82	7.27	0.39	18.64102564	10
chr15	79553694	79554194	intragenic_bi_3975	0.011607466	24	10.59245958	34.54	35.61	43.72	49.84	23.88	22.86	25.85	30.17	49.84	22.86	2.180227472	10
chr15	97102695	97103195	intragenic_si_3515	0.002024057	24	1.046518036	1.5	0.78	4.19	5.23	3.95	0.53	1	0.49	5.23	0.49	10.67346939	10
chr15	98440206	98440706	intergenic_bi_3980	0.002024057	24	4.058792924	13.52	14.09	11.98	14.24	6.64	3.94	7.78	9.67	14.24	3.94	3.614213198	10
chr16	30969333	30969833	intragenic_bi_4428	0.011607466	24	2.156675683	10.51	15.26	16.17	29.35	18.31	16.03	27.35	11.48	29.35	10.51	2.792578497	10
chr16	90199383	90199883	intergenic_bi_4357	0.002024057	24	3.542604974	3.5	3.91	4.59	16.57	9.69	9.99	7.03	3.11	16.57	3.11	5.327974277	10
chr16	90217640	90218140	intergenic_si_8871	0.005044451	24	3.775950212	7.01	4.3	5.59	14.53	9.34	12.35	10.29	9.34	14.53	4.3	3.379069767	10
chr16	96305571	96306071	intergenic_si_8962	0.024890262	21	18.68883223	29.53	33.26	52.5	71.21	46.14	19.71	28.36	43.45	71.21	19.71	3.612886859	10
chr16	96306136	96306636	intergenic_si_8963	0.024890262	21	20.74651296	32.54	48.13	61.88	76.44	42.37	18.13	36.89	45.25	76.44	18.13	4.216216216	10
chr17	4946595	4947095	intergenic_bi_4429	0.011607466	24	2.976919549	23.03	26.61	22.16	32.7	15.44	14.19	18.82	22.3	32.7	14.19	2.304439746	10
chr17	26002997	26003497	intragenic_si_4046	7.09E-05	24	3.118340905	0	0	1.4	7.41	6.1	5.26	3.01	0.33	7.41	0.01	741	10
chr17	46135283	46135783	intergenic_bi_4693	0.002024057	24	3.429467889	4	3.52	11.38	14.97	11.49	9.99	8.03	7.05	14.97	3.52	4.252840909	10
chr17	46993435	46993935	intergenic_bi_4712	0.011607466	24	1.6475588	67.58	66.92	65.28	87.04	46.14	52.03	54.96	66.89	87.04	46.14	1.886432596	10
chr18	20724922	20725422	intragenic_bi_5401	0.002024057	24	2.107178208	2.5	1.57	1.6	5.38	5.03	5.26	4.52	2.79	5.38	1.57	3.426751592	10
chr18	36445031	36445531	intragenic_si_4561	0.011607466	24	1.668772004	10.01	9.78	10.98	12.64	8.62	6.57	8.03	9.51	12.64	6.57	1.923896499	10
chr19	10223685	10224185	intergenic_si_10861	0.002024057	24	1.803122292	0	3.52	4.39	5.96	3.59	1.84	1.25	2.46	5.96	0.01	596	10
chr19	46104138	46104638	intergenic_si_11327	0.000244031	24	7.947880221	29.03	35.22	34.33	37.06	23.88	17.34	23.09	24.26	37.06	17.34	2.137254902	10
chr2	11620601	11621101	intergenic_bi_5708	0.011607466	24	1.48492424	2.5	7.83	6.39	10.03	8.62	6.83	6.52	2.95	10.03	2.5	4.012	10
chr2	29478650	29479150	intragenic_bi_6352	0.000244031	24	3.988082246	1.5	6.65	14.97	21.8	10.41	6.31	4.77	5.9	21.8	1.5	14.53333333	10
chr2	29479241	29479741	intragenic_bi_6353	0.011607466	24	2.375878785	1.5	2.74	6.99	9.88	6.1	4.2	3.26	3.93	9.88	1.5	6.586666667	10
chr2	31626640	31627140	intragenic_si_5344	0.000244031	24	1.301076477	0.5	2.35	4.19	7.7	5.39	3.15	2.76	2.46	7.7	0.5	15.4	10
chr2	32380001	32380501	intergenic_bi_5879	0.000244031	24	7.742819254	3.5	1.96	8.18	29.79	16.34	14.45	9.28	5.74	29.79	1.96	15.19897959	10
chr2	32383015	32383515	intergenic_bi_5880	0.002024057	24	5.39522474	5.51	4.7	11.38	27.32	19.39	13.14	8.53	9.34	27.32	4.7	5.812765957	10
chr2	91293523	91294023	intergenic_si_12203	0.002024057	24	3.245620126	1	0.78	5.59	6.1	5.75	3.42	3.01	1.8	6.1	0.78	7.820512821	10
chr2	126776269	126776769	intergenic_si_12408	1.77E-05	24	3.903229432	9.01	9.78	12.18	18.46	15.44	13.14	12.3	9.18	18.46	9.01	2.048834628	10
chr2	126776765	126777265	intergenic_bi_6161	0.000244031	24	4.914392129	7.51	7.44	10.78	18.31	15.8	13.4	12.8	8.85	18.31	7.44	2.461021505	10
chr2	129058151	129058651	intragenic_bi_6797	0.011607466	24	0.240416306	2.5	2.35	6.59	7.41	2.33	4.2	2.01	1.97	7.41	1.97	3.76142132	10
chr2	144021643	144022143	intergenic_si_12519	0.024890262	24	0.933380951	0.5	1.17	0.6	6.25	3.23	1.84	0.5	1.15	6.25	0.5	12.5	10
chr3	40743774	40744274	intergenic_bi_6589	0.002024057	24	2.022325394	13.01	13.3	15.77	21.51	17.59	13.67	16.81	13.28	21.51	13.01	1.653343582	10
chr3	50988475	50988975	intergenic_bi_6598	0.000244031	24	17.98172545	3	3.91	29.34	46.07	34.29	21.29	11.79	10.33	46.07	3	15.35666667	10
chr3	50988624	50989124	intergenic_bi_6599	0.000244031	24	17.76252234	3.5	4.7	30.94	51.88	35.55	21.02	12.3	11.15	51.88	3.5	14.82285714	10
chr3	50989191	50989691	intergenic_bi_6600	0.011607466	24	3.365828278	3	3.52	14.37	19.18	9.87	5.26	6.02	5.25	19.18	3	6.393333333	10
chr3	58328080	58328580	intragenic_si_6008	0.000244031	24	2.078893937	2	3.52	5.39	7.99	6.46	5.26	5.27	3.28	7.99	2	3.995	10
chr3	95625616	95626116	intergenic_bi_6813	0.024890262	21	4.313351365	25.53	27.78	30.94	34.15	28.37	20.76	24.84	28.2	34.15	20.76	1.644990366	10
chr3	95668762	95669262	intragenic_si_6159	1.77E-05	24	1.499066376	0	0.39	1	9.01	6.1	2.89	1.51	0.82	9.01	0.01	901	10
chr3	95688290	95688790	intragenic_bi_7396	0.000244031	24	3.189051583	6.01	6.26	7.98	12.21	10.77	8.93	10.54	6.07	12.21	6.01	2.031613977	10
chr3	96375759	96376259	intergenic_bi_6843	0.002024057	24	2.114249276	14.52	12.13	12.98	19.91	10.77	9.99	9.79	10	19.91	9.79	2.033707865	10
chr3	121902906	121903406	intergenic_bi_6980	0.000244031	24	1.555634919	6.51	8.22	9.78	14.24	6.46	7.88	6.02	4.59	14.24	4.59	3.102396514	10
chr4	8609756	8610256	intergenic_bi_7108	0.002024057	24	0.424264069	1	3.13	2.6	10.9	3.59	3.15	3.01	1.64	10.9	1	10.9	10
chr4	40103677	40104177	intragenic_si_6460	0.011607466	24	0.947523087	2.5	2.74	3.39	6.1	4.49	4.73	4.52	3.61	6.1	2.5	2.44	10
chr4	41080329	41080829	intergenic_si_14554	0.011607466	24	4.539625535	12.01	12.52	9.58	15.26	6.1	3.94	5.52	10.49	15.26	3.94	3.873096447	10
chr4	76070439	76070939	intragenic_si_6661	0.011607466	24	3.613315652	4	2.35	8.58	12.35	10.95	6.83	7.53	5.25	12.35	2.35	5.255319149	10
chr4	76070635	76071135	intragenic_bi_7941	0.011607466	24	2.948635278	5.01	2.35	9.18	15.26	12.39	7.36	7.53	6.07	15.26	2.35	6.493617021	10
chr4	101015017	101015517	intergenic_si_14992	0.002024057	24	11.27835316	50.06	49.7	70.27	70.33	43.81	34.95	37.39	40.17	70.33	34.95	2.01230329	10
chr4	108454135	108454635	intergenic_bi_7413	0.000244031	24	13.60473447	7.51	11.74	18.56	50.28	28.37	40.73	22.58	10.16	50.28	7.51	6.695073236	10
chr4	120840913	120841413	intragenic_si_6852	0.011607466	24	15.33007502	42.05	66.92	56.89	67.43	37.7	35.21	12.05	45.41	67.43	12.05	5.595850622	10
chr4	149588386	149588886	intergenic_si_15750	0.011607466	24	3.691097398	4	9	7.98	9.01	4.67	2.63	2.76	6.72	9.01	2.63	3.425855513	10
chr5	33015466	33015966	intergenic_si_16032	0.002024057	24	4.171930009	46.55	48.13	44.51	79.49	51.89	47.57	40.15	32.95	79.49	32.95	2.412443096	10
chr5	104427805	104428305	intragenic_bi_8775	0.011607466	24	1.930401513	7.01	7.44	8.78	18.46	8.44	11.56	9.54	7.05	18.46	7.01	2.633380884	10
chr5	136153478	136153978	intergenic_si_17077	0.000244031	24	1.817264428	6.01	6.65	8.58	8.72	7	8.15	1.51	2.3	8.72	1.51	5.774834437	10
chr5	136154361	136154861	intergenic_si_17078	0.011607466	24	3.97394011	5.51	7.83	9.78	16.86	11.13	12.35	3.26	7.38	16.86	3.26	5.171779141	10
chr5	145133824	145134324	intragenic_si_7715	1.77E-05	24	1.053589104	1	2.35	3.59	5.09	2.15	2.1	1.76	0.82	5.09	0.82	6.207317073	10
chr6	31210513	31211013	intragenic_bi_9242	1.77E-05	24	10.55003318	0.5	1.17	14.77	33.57	32.5	11.3	5.77	0.98	33.57	0.5	67.14	10
chr6	53985467	53985967	intergenic_bi_8817	0.011607466	24	1.612203461	1.5	4.3	5.39	6.83	5.03	1.58	5.02	3.11	6.83	1.5	4.553333333	10
chr6	54550617	54551117	intragenic_bi_9342	0.011607466	24	4.242640687	11.01	12.52	27.15	34.59	16.52	11.56	18.07	11.48	34.59	11.01	3.141689373	10
chr6	67252273	67252773	intragenic_si_7942	0.011607466	24	4.235569619	11.01	13.3	18.36	18.6	16.88	12.09	11.29	16.07	18.6	11.01	1.689373297	10
chr6	144018900	144019400	intragenic_si_8301	0.005044451	24	1.442497834	0	0	3.19	6.98	6.64	0.79	1.25	0.16	6.98	0.01	698	10
chr7	13585732	13586232	intergenic_si_18732	0.000244031	24	12.60771391	23.03	25.44	36.93	57.69	46.86	50.46	43.92	32.63	57.69	23.03	2.504993487	10
chr7	13600234	13600734	intergenic_si_18734	0.011607466	24	7.495331881	22.03	24.65	33.54	34	9.34	27.33	14.05	8.53	34	8.53	3.985932005	10
chr7	16990384	16990884	intragenic_bi_9929	0.011607466	24	4.75175757	7.51	6.26	17.17	20.2	18.85	15.77	16.56	11.97	20.2	6.26	3.226837061	10
chr7	19592313	19592813	intragenic_bi_9943	0.024890262	21	25.53362587	120.14	165.92	141.73	187.31	141.11	119.57	125.97	134.6	187.31	119.57	1.566530066	10
chr7	26410104	26410604	intragenic_bi_10007	0.011607466	24	17.10491304	54.56	45	62.08	65.39	31.06	26.28	29.61	35.08	65.39	26.28	2.488203957	10
chr7	30599539	30600039	intergenic_bi_9463	0.011607466	24	1.216223664	6.51	6.65	6.79	11.19	10.59	7.88	7.28	8.2	11.19	6.51	1.718894009	10
chr7	31870119	31870619	intergenic_bi_9482	0.011607466	24	0.346482323	4	5.48	3.99	5.67	2.15	3.42	3.51	3.61	5.67	2.15	2.637209302	10
chr7	35910328	35910828	intergenic_si_19047	0.011607466	24	7.792316729	18.52	18.39	24.35	42.14	12.21	10.25	12.05	16.89	42.14	10.25	4.111219512	10
chr7	117267309	117267809	intragenic_bi_10507	1.77E-05	24	32.4915566	1.5	2.35	24.75	72.51	64.45	27.86	25.85	2.3	72.51	1.5	48.34	10
chr7	135379005	135379505	intragenic_bi_10671	0.011607466	24	1.654629868	0.5	1.17	1.8	6.25	3.59	2.1	3.51	2.3	6.25	0.5	12.5	10
chr8	13201939	13202439	intragenic_bi_10852	0.011607466	24	1.046518036	4	6.65	5.79	7.27	4.13	3.15	3.76	4.26	7.27	3.15	2.307936508	10
chr8	37314558	37315058	intergenic_bi_10109	0.011607466	24	2.637508294	2	1.96	3.39	25.72	9.16	18.92	4.27	1.97	25.72	1.96	13.12244898	10
chr8	64038086	64038586	intragenic_si_9171	0.002024057	24	2.382949853	3	5.48	4.19	6.1	1.97	1.31	1.76	4.1	6.1	1.31	4.65648855	10
chr8	74683270	74683770	intergenic_si_20494	1.77E-05	24	1.244507935	5.01	6.26	6.39	9.45	8.26	7.62	7.53	5.9	9.45	5.01	1.886227545	10
chr8	108664551	108665051	intergenic_si_20789	0.011607466	24	3.06884343	65.07	70.44	64.48	72.66	42.37	40.47	60.73	58.86	72.66	40.47	1.795404003	10
chr8	114147805	114148305	intragenic_bi_11325	0.002024057	24	3.245620126	33.54	47.74	38.13	62.92	35.19	37.58	35.13	29.02	62.92	29.02	2.16815989	10
chr8	114229814	114230314	intergenic_si_20865	0.002024057	24	6.611448404	48.56	57.13	64.08	69.61	47.04	41	46.93	45.25	69.61	41	1.697804878	10
chr8	129963992	129964492	intragenic_bi_11443	0.002024057	24	20.03940618	68.08	69.26	95.62	110.88	110.59	81.99	87.58	71.97	110.88	68.08	1.62867215	10
chr9	43886993	43887493	intragenic_bi_11595	0.011607466	24	7.523616152	2	3.13	13.77	32.12	17.95	6.31	11.79	8.03	32.12	2	16.06	10
chr9	62222544	62223044	intragenic_bi_11759	0.000244031	24	2.976919549	11.51	13.3	19.96	20.78	15.62	15.24	15.06	12.79	20.78	11.51	1.80538662	10
chr9	70682464	70682964	intragenic_si_9821	1.77E-05	24	2.729432175	2	2.35	4.19	11.77	9.87	7.1	4.02	2.95	11.77	2	5.885	10
chr9	82759636	82760136	intragenic_si_9872	0.024890262	21	2.184959954	3.5	5.09	6.59	6.83	4.67	2.1	4.52	4.1	6.83	2.1	3.252380952	10
chrX	138912603	138913103	intergenic_bi_11532	0.011607466	24	7.587255762	6.01	9	13.37	29.21	14.72	20.23	20.33	8.36	29.21	6.01	4.860232945	10
chr1	95344346	95344846	intragenic_si_289	0.002024057	24	0.869741341	1.5	4.7	4.79	7.12	5.57	3.68	3.26	4.43	7.12	1.5	4.746666667	11.5
chr15	9043052	9043552	intragenic_bi_3714	0.011607466	24	3.075914498	46.55	47.35	50.9	63.94	52.42	27.86	47.43	28.85	63.94	27.86	2.295046662	11.5
chr15	88707356	88707856	intergenic_si_7994	0.011607466	24	3.464823228	6.01	5.48	10.38	12.64	12.57	9.2	5.02	6.72	12.64	5.02	2.517928287	11.5
chr15	102281195	102281695	intragenic_bi_4196	0.002024057	24	1.046518036	5.01	3.91	6.39	7.27	6.64	6.04	6.52	3.28	7.27	3.28	2.216463415	11.5
chr16	84744936	84745436	intergenic_bi_4337	0.000244031	24	7.106423151	5.01	12.52	22.76	28.19	24.06	6.31	8.28	5.74	28.19	5.01	5.626746507	11.5
chr16	84745047	84745547	intergenic_bi_4338	0.002024057	24	6.632661608	5.51	12.91	24.35	31.53	25.31	6.83	9.03	7.05	31.53	5.51	5.722323049	11.5
chr16	85020809	85021309	intragenic_si_3892	0.000244031	24	1.569777054	8.01	8.22	10.38	15.98	10.23	8.41	9.79	6.23	15.98	6.23	2.565008026	11.5
chr16	90196900	90197400	intergenic_si_8867	1.77E-05	24	0.933380951	1.5	1.57	4.19	5.52	2.69	2.63	1.76	1.48	5.52	1.48	3.72972973	11.5
chr17	15572881	15573381	intergenic_si_9052	0.011607466	24	2.347594514	9.51	15.26	15.37	25.29	20.29	10.25	12.05	15.08	25.29	9.51	2.659305994	11.5
chr19	37152442	37152942	intragenic_si_5027	0.011607466	24	1.216223664	1.5	0.39	4.99	6.25	4.13	1.58	2.01	1.48	6.25	0.39	16.02564103	11.5
chr2	84601953	84602453	intergenic_bi_6026	0.002024057	24	3.054701295	14.02	17.22	21.76	24.12	17.95	17.61	19.82	12.95	24.12	12.95	1.862548263	11.5
chr3	96377668	96378168	intergenic_si_13770	0.011607466	24	1.435426766	1.5	0	2.6	5.23	3.41	2.1	0.75	0.82	5.23	0.01	523	11.5
chr3	96378211	96378711	intergenic_bi_6844	5.34E-09	24	2.114249276	1.5	1.96	4.79	12.06	4.85	3.68	1.51	1.15	12.06	1.15	10.48695652	11.5
chr4	108128694	108129194	intergenic_si_15091	0.000244031	24	3.259762261	5.01	7.44	10.78	12.06	8.62	10.51	6.78	5.9	12.06	5.01	2.407185629	11.5
chr4	126928119	126928619	intergenic_si_15312	0.000244031	24	2.319310242	16.52	21.13	23.36	26.88	24.06	22.34	20.08	21.8	26.88	16.52	1.627118644	11.5
chr4	131622287	131622787	intragenic_si_6921	0.002024057	24	0.6151829	1.5	2.74	2	5.96	3.23	2.37	2.26	1.31	5.96	1.31	4.549618321	11.5
chr4	141420679	141421179	intragenic_bi_8366	0.00074116	24	3.45775216	1	2.35	6.39	10.17	6.64	3.94	1	2.95	10.17	1	10.17	11.5
chr4	141421499	141421999	intragenic_si_7072	0.002024057	24	3.648670991	1.5	3.13	11.18	13.51	11.13	4.73	1.51	3.44	13.51	1.5	9.006666667	11.5
chr5	33014969	33015469	intergenic_si_16031	3.66E-06	24	3.889087297	32.54	36	36.33	66.99	38.42	36	33.38	33.12	66.99	32.54	2.058696988	11.5
chr5	44616112	44616612	intragenic_bi_8601	0.000244031	24	5.536646097	23.03	23.09	23.16	32.26	28.9	29.17	19.57	18.85	32.26	18.85	1.711405836	11.5
chr5	92549501	92550001	intergenic_si_16529	0.000244031	24	0.827314934	4	3.52	4.59	4.94	6.46	4.2	3.51	2.95	6.46	2.95	2.189830508	11.5
chr5	136150605	136151105	intergenic_si_17076	0.000244031	24	4.553767671	11.51	13.7	16.17	26.59	17.95	16.82	7.78	9.84	26.59	7.78	3.417737789	11.5
chr5	136157921	136158421	intergenic_si_17079	1.77E-05	24	2.84256926	3.5	3.52	4.19	10.03	8.26	5.78	1.76	1.48	10.03	1.48	6.777027027	11.5
chr5	136158808	136159308	intergenic_bi_8506	0.002024057	24	11.72383043	24.53	21.91	26.15	44.9	36.27	31.01	13.3	14.43	44.9	13.3	3.37593985	11.5
chr6	54549811	54550311	intragenic_bi_9341	0.005044451	24	5.190163774	2.5	1.57	17.57	20.05	7.36	5.52	5.52	2.13	20.05	1.57	12.77070064	11.5
chr6	86159647	86160147	intragenic_si_7995	0.011607466	24	0.799030663	2	1.96	2.6	5.23	5.03	4.47	1.51	1.97	5.23	1.51	3.463576159	11.5
chr7	19597629	19598129	intragenic_bi_9945	0.011607466	24	1.258650071	11.51	19.96	14.17	21.65	15.08	12.61	13.3	11.97	21.65	11.51	1.880973067	11.5
chr7	88733083	88733583	intragenic_bi_10372	0.011607466	24	0.523259018	4.51	5.87	5.99	8.43	7.18	3.68	5.27	5.25	8.43	3.68	2.29076087	11.5
chr8	125098459	125098959	intragenic_bi_11388	0.002024057	24	2.517300141	12.01	14.09	15.57	17.15	12.75	15.77	12.05	10.66	17.15	10.66	1.608818011	11.5
chr13	120245097	120245597	intragenic_si_2725	1.77E-05	24	1.018233765	1	1.17	2.4	3.63	6.28	2.1	1.51	0.66	6.28	0.66	9.515151515	12.25
chr14	14903844	14904344	intragenic_bi_3291	0.002024057	24	3.387041482	1	1.17	4.59	5.96	21.72	3.42	4.77	0.66	21.72	0.66	32.90909091	12.25
chr19	26682295	26682795	intragenic_si_4957	0.002024057	24	2.814284989	1.5	1.17	4.99	7.27	11.31	2.63	4.02	1.15	11.31	1.15	9.834782609	12.25
chr4	105927575	105928075	intergenic_si_15029	0.002024057	24	2.55265548	2	2.35	4.79	5.96	11.67	4.47	5.27	1.64	11.67	1.64	7.115853659	12.25
chr5	136158263	136158763	intergenic_bi_8505	0.000244031	24	8.202438662	18.52	19.17	21.96	33.86	34.47	23.65	12.05	11.8	34.47	11.8	2.921186441	12.25
chr6	86534193	86534693	intergenic_si_17995	1.77E-05	24	3.090056634	7.01	8.22	11.38	12.64	17.59	9.99	8.78	6.39	17.59	6.39	2.752738654	12.25
