chr	start	end	ID	strand*
chr3	79087694	79088194	intergenic_si_13513	-
chr3	79090455	79090955	intergenic_bi_6671	+
chr3	79091016	79091516	intergenic_bi_6672	+
chr3	79091644	79092144	intergenic_si_13514	-
chr3	79182012	79182512	intragenic_bi_7223	-
chr3	79183305	79183805	intragenic_si_6049	-
chr3	79183728	79184228	intragenic_bi_7224	-
chr3	79322872	79323372	intragenic_si_6051	+
chr3	79341686	79342186	intragenic_si_6052	+
chr3	79346426	79346926	intragenic_si_6053	+
chr3	79363433	79363933	intragenic_si_6054	+
chr3	79368797	79369297	intragenic_bi_7225	+
chr3	79393468	79393968	intergenic_si_13515	+
chr3	79653342	79653842	intergenic_bi_6676	+
chr3	81785355	81785855	intergenic_si_13519	-
chr3	81785919	81786419	intergenic_bi_6678	+
chr3	81787023	81787523	intergenic_bi_6679	+
chr3	81787274	81787774	intergenic_bi_6680	+
chr3	81787403	81787903	intergenic_bi_6681	+
chr3	81788232	81788732	intergenic_si_13522	+
chr3	81789941	81790441	intergenic_bi_6682	+
chr3	81791481	81791981	intergenic_bi_6683	+
chr3	81793545	81794045	intergenic_bi_6684	+
chr3	81793992	81794492	intergenic_bi_6685	+
chr3	81794238	81794738	intergenic_bi_6686	+
chr3	81794398	81794898	intergenic_bi_6687	+
chr3	81808366	81808866	intragenic_si_6056	-
chr3	81826433	81826933	intragenic_bi_7232	-
chr3	81827074	81827574	intergenic_bi_6690	+
chr3	81831177	81831677	intergenic_si_13528	+
chr3	81833164	81833664	intergenic_si_13529	-
chr3	82094283	82094783	intergenic_si_13530	-
chr3	82137490	82137990	intergenic_si_13531	-
chr3	82806932	82807432	intergenic_bi_6692	+
chr3	82807105	82807605	intergenic_si_13533	+
chr3	82808689	82809189	intergenic_bi_6693	+
chr3	82813528	82814028	intragenic_si_6057	-
chr3	82814153	82814653	intragenic_si_6058	-
chr3	82821020	82821520	intergenic_si_13535	-
chr3	82823996	82824496	intergenic_si_13536	-
chr3	82842762	82843262	intergenic_si_13537	+
chr3	82843568	82844068	intergenic_bi_6697	+
chr3	82850444	82850944	intragenic_si_6059	+
chr3	82854911	82855411	intergenic_bi_6700	+
chr3	82855329	82855829	intergenic_bi_6701	+
chr3	82855962	82856462	intergenic_bi_6702	+
chr3	82857381	82857881	intergenic_si_13542	-
chr3	83666846	83667346	intergenic_bi_6705	+
chr3	83939227	83939727	intragenic_bi_7237	+
chr3	84018398	84018898	intragenic_bi_7240	+
chr3	84038440	84038940	intragenic_si_6061	+
chr3	84061385	84061885	intragenic_bi_7241	+
chr3	84087357	84087857	intragenic_bi_7243	+
chr3	84127791	84128291	intergenic_si_13551	+
chr3	84128025	84128525	intergenic_bi_6706	+
chr3	84128237	84128737	intergenic_bi_6707	+
chr3	84128798	84129298	intergenic_bi_6708	+
chr3	84149235	84149735	intergenic_si_13554	+
chr3	84988776	84989276	intragenic_bi_7246	+
chr3	84998767	84999267	intragenic_si_6065	+
chr3	85000458	85000958	intragenic_bi_7247	+
chr3	85001112	85001612	intragenic_bi_7248	+
chr3	85002180	85002680	intragenic_bi_7249	+
chr3	85002361	85002861	intragenic_bi_7250	+
chr3	85068438	85068938	intragenic_bi_7251	+
chr3	85068998	85069498	intragenic_si_6066	+
chr3	85069752	85070252	intragenic_si_6067	+
chr3	85070308	85070808	intragenic_si_6068	+
chr3	85071827	85072327	intragenic_si_6069	+
chr3	85079260	85079760	intragenic_bi_7252	+
chr3	85080782	85081282	intragenic_si_6070	+
chr3	85354212	85354712	intragenic_si_6078	+
chr3	85375127	85375627	intragenic_si_6079	+
chr3	86252822	86253322	intragenic_bi_7257	-
chr3	86804329	86804829	intergenic_bi_6713	+
chr3	86804544	86805044	intergenic_bi_6714	+
chr3	86805005	86805505	intergenic_si_13573	-
chr3	86810688	86811188	intergenic_si_13576	-
chr3	86811493	86811993	intergenic_si_13577	-
chr3	86813781	86814281	intergenic_si_13578	+
chr3	86814504	86815004	intergenic_si_13579	-
chr3	86815219	86815719	intergenic_si_13580	-
chr3	86815464	86815964	intergenic_bi_6715	+
chr3	86815664	86816164	intergenic_si_13581	-
chr3	87312044	87312544	intergenic_si_13583	+
chr3	87312574	87313074	intergenic_si_13584	+
chr3	87312745	87313245	intergenic_bi_6716	+
chr3	87312949	87313449	intergenic_bi_6717	+
chr3	87369968	87370468	intergenic_bi_6718	+
chr3	87575054	87575554	intergenic_si_13589	-
chr3	87711885	87712385	intragenic_si_6087	-
chr3	87714402	87714902	intragenic_bi_7260	-
chr3	87714565	87715065	intragenic_si_6089	-
chr3	87721727	87722227	intergenic_si_13590	+
chr3	87736860	87737360	intragenic_bi_7264	-
chr3	87737862	87738362	intragenic_bi_7265	-
chr3	87860354	87860854	intragenic_bi_7267	-
chr3	87860490	87860990	intragenic_bi_7268	-
chr3	87940453	87940953	intergenic_bi_6725	+
chr3	87940728	87941228	intergenic_si_13597	+
chr3	87942175	87942675	intergenic_bi_6726	+
chr3	87942981	87943481	intergenic_si_13598	-
chr3	87943731	87944231	intergenic_si_13599	-
chr3	87944075	87944575	intergenic_bi_6727	+
chr3	87944465	87944965	intergenic_bi_6728	+
chr3	87948693	87949193	intragenic_si_6095	-
chr3	87949885	87950385	intragenic_si_6096	-
chr3	87952937	87953437	intragenic_si_6097	-
chr3	88215553	88216053	intragenic_si_6103	+
chr3	88219489	88219989	intragenic_si_6104	+
chr3	88225949	88226449	intragenic_bi_7276	+
chr3	88244749	88245249	intragenic_bi_7278	+
chr3	88303367	88303867	intragenic_si_6106	+
chr3	88304511	88305011	intragenic_bi_7281	+
chr3	88313708	88314208	intergenic_bi_6734	+
chr3	88396211	88396711	intergenic_bi_6737	+
chr3	88396411	88396911	intergenic_si_13604	-
chr3	88426566	88427066	intragenic_si_6109	-
chr3	88488136	88488636	intragenic_bi_7285	+
chr3	88523030	88523530	intragenic_si_6110	-
chr3	88907340	88907840	intergenic_si_13610	-
chr3	88916627	88917127	intergenic_si_13611	-
chr3	88916901	88917401	intergenic_bi_6739	+
chr3	88937472	88937972	intergenic_bi_6740	+
chr3	89000375	89000875	intergenic_bi_6741	+
chr3	89066319	89066819	intergenic_si_13614	-
chr3	89081981	89082481	intragenic_si_6114	+
chr3	89088126	89088626	intergenic_bi_6743	+
chr3	89092323	89092823	intergenic_bi_6744	+
chr3	89092495	89092995	intergenic_bi_6745	+
chr3	89097330	89097830	intergenic_bi_6746	+
chr3	89097474	89097974	intergenic_si_13618	+
chr3	89098091	89098591	intergenic_bi_6747	+
chr3	89102594	89103094	intergenic_bi_6748	+
chr3	89103380	89103880	intergenic_bi_6749	+
chr3	89103941	89104441	intergenic_bi_6750	+
chr3	89106534	89107034	intergenic_bi_6751	+
chr3	89109416	89109916	intergenic_bi_6752	+
chr3	89109568	89110068	intergenic_bi_6753	+
chr3	89109733	89110233	intergenic_si_13621	+
chr3	89112042	89112542	intergenic_si_13622	+
chr3	89112477	89112977	intergenic_si_13623	+
chr3	89178201	89178701	intergenic_si_13628	-
chr3	89193876	89194376	intragenic_si_6116	+
chr3	89199611	89200111	intragenic_bi_7311	-
chr3	89200266	89200766	intragenic_bi_7312	-
chr3	89201232	89201732	intragenic_bi_7313	-
chr3	89202291	89202791	intragenic_bi_7314	-
chr3	89213520	89214020	intragenic_bi_7316	+
chr3	89223962	89224462	intragenic_si_6118	-
chr3	89639281	89639781	intragenic_si_6120	-
chr3	89662861	89663361	intragenic_si_6122	-
chr3	89664702	89665202	intergenic_bi_6758	+
chr3	89664891	89665391	intergenic_bi_6759	+
chr3	89668232	89668732	intergenic_si_13633	-
chr3	89693872	89694372	intragenic_si_6123	+
chr3	89700302	89700802	intragenic_si_6124	+
chr3	89702933	89703433	intragenic_bi_7324	+
chr3	89705312	89705812	intragenic_bi_7325	+
chr3	89708611	89709111	intragenic_bi_7326	+
chr3	89708840	89709340	intragenic_si_6126	+
chr3	89713447	89713947	intragenic_si_6127	+
chr3	89886764	89887264	intragenic_bi_7332	-
chr3	90068149	90068649	intragenic_si_6133	-
chr3	90299418	90299918	intergenic_si_13654	-
chr3	93357175	93357675	intergenic_bi_6769	+
chr3	93372977	93373477	intergenic_si_13659	-
chr3	93401000	93401500	intergenic_bi_6772	+
chr3	93405750	93406250	intergenic_si_13661	-
chr3	94141310	94141810	intergenic_bi_6773	+
chr3	94142385	94142885	intergenic_bi_6774	+
chr3	94159252	94159752	intergenic_si_13663	-
chr3	94160158	94160658	intergenic_bi_6775	+
chr3	94160534	94161034	intergenic_si_13664	+
chr3	94161962	94162462	intergenic_si_13665	+
chr3	94167617	94168117	intragenic_bi_7353	-
chr3	94171365	94171865	intragenic_bi_7354	+
chr3	94483009	94483509	intergenic_bi_6777	+
chr3	94483202	94483702	intergenic_bi_6778	+
chr3	94483840	94484340	intergenic_bi_6779	+
chr3	94484718	94485218	intergenic_bi_6780	+
chr3	94485784	94486284	intergenic_si_13672	+
chr3	94486441	94486941	intergenic_bi_6781	+
chr3	94487104	94487604	intergenic_si_13674	+
chr3	94487928	94488428	intergenic_si_13675	+
chr3	94488416	94488916	intergenic_si_13676	-
chr3	94489250	94489750	intergenic_si_13677	+
chr3	94489890	94490390	intergenic_si_13678	-
chr3	94490004	94490504	intergenic_bi_6782	+
chr3	94490655	94491155	intergenic_si_13679	+
chr3	94492107	94492607	intergenic_si_13680	-
chr3	94494525	94495025	intergenic_bi_6783	+
chr3	94499245	94499745	intragenic_si_6139	-
chr3	94499701	94500201	intragenic_bi_7360	-
chr3	94515622	94516122	intergenic_si_13683	+
chr3	94586799	94587299	intragenic_si_6140	+
chr3	94587500	94588000	intragenic_bi_7361	+
chr3	94625232	94625732	intergenic_si_13684	-
chr3	94639383	94639883	intergenic_si_13685	-
chr3	94686371	94686871	intragenic_bi_7363	-
chr3	94717707	94718207	intergenic_bi_6788	+
chr3	94738514	94739014	intragenic_bi_7365	-
chr3	94753413	94753913	intergenic_bi_6789	+
chr3	94804388	94804888	intragenic_bi_7366	-
chr3	94943718	94944218	intragenic_bi_7369	-
chr3	95017455	95017955	intragenic_bi_7371	+
chr3	95034260	95034760	intragenic_bi_7376	-
chr3	95081073	95081573	intragenic_si_6146	+
chr3	95088074	95088574	intragenic_si_6149	-
chr3	95088812	95089312	intragenic_si_6150	-
chr3	95089888	95090388	intragenic_si_6151	-
chr3	95101882	95102382	intragenic_bi_7380	-
chr3	95122385	95122885	intragenic_bi_7383	-
chr3	95239879	95240379	intragenic_si_6153	-
chr3	95438722	95439222	intergenic_si_13708	+
chr3	95439483	95439983	intergenic_si_13709	+
chr3	95441939	95442439	intergenic_si_13710	+
chr3	95443834	95444334	intergenic_si_13711	+
chr3	95444787	95445287	intergenic_si_13712	+
chr3	95446799	95447299	intergenic_si_13713	+
chr3	95454468	95454968	intergenic_bi_6804	+
chr3	95465837	95466337	intragenic_si_6155	-
chr3	95469321	95469821	intergenic_si_13715	-
chr3	95469475	95469975	intergenic_bi_6805	+
chr3	95471984	95472484	intergenic_si_13716	-
chr3	95472731	95473231	intergenic_bi_6806	+
chr3	95473586	95474086	intergenic_si_13718	+
chr3	95474319	95474819	intergenic_si_13719	+
chr3	95477580	95478080	intergenic_si_13720	-
chr3	95477810	95478310	intergenic_bi_6807	+
chr3	95478017	95478517	intragenic_bi_7387	+
chr3	95478591	95479091	intragenic_si_6156	+
chr3	95479313	95479813	intragenic_bi_7388	+
chr3	95506026	95506526	intergenic_bi_6809	+
chr3	95623927	95624427	intergenic_bi_6812	+
chr3	95625615	95626115	intergenic_bi_6813	+
chr3	95661839	95662339	intergenic_si_13733	-
chr3	95668761	95669261	intragenic_si_6159	+
chr3	95688289	95688789	intragenic_bi_7396	-
chr3	95691465	95691965	intragenic_bi_7397	-
chr3	95705455	95705955	intragenic_bi_7399	+
chr3	95710071	95710571	intergenic_si_13735	-
chr3	95754856	95755356	intergenic_bi_6823	+
chr3	95797563	95798063	intragenic_bi_7402	+
chr3	95801100	95801600	intergenic_si_13739	-
chr3	95898106	95898606	intergenic_si_13740	-
chr3	96047751	96048251	intergenic_bi_6828	+
chr3	96291396	96291896	intergenic_bi_6832	+
chr3	96291706	96292206	intergenic_bi_6833	+
chr3	96291923	96292423	intergenic_si_13760	-
chr3	96300647	96301147	intergenic_bi_6835	+
chr3	96301407	96301907	intergenic_bi_6836	+
chr3	96303234	96303734	intergenic_bi_6837	+
chr3	96304090	96304590	intergenic_bi_6838	+
chr3	96304795	96305295	intergenic_si_13765	-
chr3	96305237	96305737	intergenic_si_13766	-
chr3	96305844	96306344	intergenic_bi_6839	+
chr3	96331039	96331539	intragenic_si_6163	-
chr3	96332454	96332954	intragenic_si_6164	-
chr3	96335799	96336299	intergenic_si_13767	+
chr3	96345185	96345685	intergenic_si_13768	+
chr3	96359108	96359608	intragenic_si_6165	+
chr3	96368516	96369016	intragenic_bi_7420	+
chr3	96374609	96375109	intergenic_bi_6842	+
chr3	96375758	96376258	intergenic_bi_6843	+
chr3	96377667	96378167	intergenic_si_13770	+
chr3	96378210	96378710	intergenic_bi_6844	+
chr3	97032614	97033114	intergenic_si_13780	-
chr3	97078736	97079236	intergenic_si_13781	+
chr3	97401798	97402298	intragenic_si_6172	+
chr3	97418282	97418782	intergenic_bi_6852	+
chr3	97418998	97419498	intergenic_bi_6853	+
chr3	97419368	97419868	intergenic_bi_6854	+
chr3	97419774	97420274	intergenic_bi_6855	+
chr3	97420249	97420749	intergenic_bi_6856	+
chr3	97420421	97420921	intergenic_si_13786	-
chr3	97421816	97422316	intergenic_si_13787	-
chr3	97433850	97434350	intragenic_si_6174	-
chr3	97434972	97435472	intragenic_bi_7434	-
chr3	97446026	97446526	intragenic_si_6175	-
chr3	97485041	97485541	intergenic_si_13791	+
chr3	97485694	97486194	intergenic_bi_6858	+
chr3	97560495	97560995	intragenic_bi_7436	+
chr3	97622208	97622708	intragenic_si_6177	+
chr3	97648065	97648565	intragenic_bi_7438	+
chr3	97648672	97649172	intragenic_bi_7439	+
chr3	97670530	97671030	intragenic_bi_7440	+
chr3	97743425	97743925	intragenic_bi_7441	-
chr3	97820718	97821218	intragenic_bi_7443	-
chr3	97848737	97849237	intragenic_bi_7444	-
chr3	97981445	97981945	intergenic_bi_6861	+
chr3	97981974	97982474	intergenic_bi_6862	+
chr3	97982163	97982663	intergenic_si_13804	-
chr3	98040111	98040611	intragenic_bi_7445	-
chr3	98049647	98050147	intergenic_bi_6863	+
chr3	98049945	98050445	intergenic_bi_6864	+
chr3	98050267	98050767	intergenic_si_13805	+
chr3	98050738	98051238	intergenic_si_13806	+
chr3	98050872	98051372	intergenic_bi_6865	+
chr3	98057981	98058481	intergenic_si_13807	+
chr3	98058795	98059295	intergenic_bi_6866	+
chr3	98065607	98066107	intergenic_si_13809	-
chr3	98066034	98066534	intergenic_bi_6867	+
chr3	98071055	98071555	intergenic_bi_6868	+
chr3	98071687	98072187	intergenic_bi_6869	+
chr3	98076787	98077287	intergenic_bi_6870	+
chr3	98085881	98086381	intragenic_si_6184	-
chr3	98087114	98087614	intragenic_si_6185	-
chr3	98481143	98481643	intragenic_si_6187	-
chr3	98481569	98482069	intragenic_bi_7453	-
chr3	98485401	98485901	intragenic_si_6188	-
chr3	98489977	98490477	intragenic_si_6189	-
chr3	98585968	98586468	intergenic_si_13816	-
chr3	98590388	98590888	intergenic_bi_6872	+
chr3	99968904	99969404	intragenic_si_6205	-
chr3	100490497	100490997	intergenic_si_13824	+
chr3	101309880	101310380	intergenic_bi_6880	+
chr3	101310157	101310657	intergenic_bi_6881	+
chr3	101310714	101311214	intergenic_bi_6882	+
chr3	101311199	101311699	intergenic_bi_6883	+
chr3	101313700	101314200	intergenic_bi_6884	+
chr3	101317090	101317590	intergenic_bi_6885	+
chr3	101317365	101317865	intergenic_si_13846	+
chr3	101317766	101318266	intergenic_bi_6886	+
chr3	101317968	101318468	intergenic_si_13847	+
chr3	101318693	101319193	intergenic_bi_6887	+
chr3	101320336	101320836	intergenic_bi_6888	+
chr3	101320830	101321330	intergenic_bi_6889	+
chr3	101321442	101321942	intergenic_si_13848	+
chr3	101330441	101330941	intergenic_bi_6890	+
chr3	101330563	101331063	intergenic_bi_6891	+
chr3	101332048	101332548	intergenic_bi_6892	+
chr3	101332496	101332996	intergenic_bi_6893	+
chr3	101332759	101333259	intergenic_bi_6894	+
chr3	101719083	101719583	intragenic_si_6207	+
chr3	102188532	102189032	intragenic_si_6211	-
chr3	102213784	102214284	intragenic_si_6212	-
chr3	102480793	102481293	intergenic_bi_6896	+
chr3	102481208	102481708	intergenic_si_13856	+
chr3	102482315	102482815	intergenic_bi_6897	+
chr3	102519237	102519737	intergenic_si_13857	-
chr3	103668093	103668593	intragenic_bi_7470	-
chr3	104083445	104083945	intergenic_si_13873	+
chr3	104164175	104164675	intergenic_si_13874	-
chr3	104224785	104225285	intergenic_bi_6903	+
chr3	104228282	104228782	intergenic_bi_6904	+
chr3	104238030	104238530	intergenic_bi_6905	+
chr3	104245249	104245749	intergenic_bi_6906	+
chr3	104245736	104246236	intergenic_bi_6907	+
chr3	104322786	104323286	intergenic_si_13882	+
chr3	104344492	104344992	intergenic_bi_6909	+
chr3	104344679	104345179	intergenic_si_13883	-
chr3	104344970	104345470	intergenic_bi_6910	+
chr3	104375770	104376270	intergenic_bi_6911	+
chr3	104376067	104376567	intergenic_si_13885	+
chr3	104403439	104403939	intergenic_bi_6912	+
chr3	104403570	104404070	intergenic_bi_6913	+
chr3	104464169	104464669	intergenic_si_13887	+
chr3	104481676	104482176	intergenic_bi_6915	+
chr3	104820137	104820637	intragenic_si_6228	+
chr3	104857794	104858294	intergenic_bi_6918	+
chr3	106298819	106299319	intragenic_bi_7480	-
chr3	106347758	106348258	intragenic_si_6229	+
chr3	106348442	106348942	intragenic_si_6230	+
chr3	107561406	107561906	intragenic_si_6242	+
chr3	107578637	107579137	intergenic_si_13923	-
chr3	107666945	107667445	intergenic_si_13924	+
chr3	107668208	107668708	intergenic_bi_6923	+
chr3	107739201	107739701	intergenic_si_13925	-
chr3	107742098	107742598	intragenic_bi_7490	+
chr3	107752311	107752811	intergenic_si_13926	-
chr3	107774900	107775400	intergenic_si_13927	+
chr3	107804829	107805329	intergenic_si_13928	+
chr3	107816049	107816549	intragenic_si_6243	+
chr3	107817021	107817521	intragenic_si_6244	+
chr3	107828172	107828672	intergenic_si_13929	-
chr3	107844213	107844713	intragenic_si_6245	+
chr3	107864371	107864871	intergenic_si_13930	-
chr3	107870492	107870992	intergenic_bi_6928	+
chr3	107870750	107871250	intergenic_bi_6929	+
chr3	107871079	107871579	intergenic_bi_6930	+
chr3	107871609	107872109	intergenic_si_13933	+
chr3	107872378	107872878	intergenic_bi_6931	+
chr3	107873131	107873631	intergenic_si_13934	-
chr3	108062133	108062633	intragenic_si_6249	-
chr3	108116960	108117460	intragenic_si_6250	-
chr3	108279786	108280286	intragenic_si_6252	+
chr3	108590807	108591307	intergenic_si_13943	-
chr3	108716409	108716909	intergenic_si_13950	+
chr3	111788288	111788788	intergenic_si_13954	+
chr3	113275118	113275618	intragenic_bi_7510	+
chr3	115345592	115346092	intergenic_si_13958	-
chr3	115415631	115416131	intragenic_bi_7517	+
chr3	115416251	115416751	intragenic_si_6259	+
chr3	115449395	115449895	intergenic_bi_6940	+
chr3	115451084	115451584	intergenic_si_13964	-
chr3	115469098	115469598	intergenic_bi_6941	+
chr3	115495414	115495914	intergenic_si_13966	+
chr3	115496289	115496789	intergenic_bi_6942	+
chr3	115504417	115504917	intergenic_si_13968	+
chr3	115829300	115829800	intragenic_si_6262	+
chr3	115887232	115887732	intergenic_si_13975	+
chr3	115888157	115888657	intergenic_si_13976	-
chr3	116595752	116596252	intragenic_bi_7530	-
chr3	116668651	116669151	intragenic_bi_7531	+
chr3	116668997	116669497	intragenic_si_6265	+
chr3	116669703	116670203	intragenic_bi_7532	+
chr3	116670150	116670650	intragenic_si_6266	+
chr3	116764019	116764519	intergenic_si_13994	-
chr3	118180943	118181443	intergenic_bi_6950	+
chr3	118181357	118181857	intergenic_si_13996	+
chr3	118183399	118183899	intergenic_bi_6951	+
chr3	118193905	118194405	intergenic_si_13998	+
chr3	118194705	118195205	intergenic_bi_6952	+
chr3	118197350	118197850	intergenic_bi_6953	+
chr3	118197461	118197961	intergenic_bi_6954	+
chr3	118210698	118211198	intergenic_bi_6955	+
chr3	118267561	118268061	intragenic_si_6272	-
chr3	118267963	118268463	intragenic_si_6273	-
chr3	118269532	118270032	intragenic_bi_7535	-
chr3	118297736	118298236	intragenic_si_6274	-
chr3	120871426	120871926	intragenic_si_6276	+
chr3	120877152	120877652	intergenic_si_14012	-
chr3	120887394	120887894	intergenic_si_14013	-
chr3	120888088	120888588	intergenic_bi_6957	+
chr3	120889597	120890097	intergenic_bi_6958	+
chr3	120889918	120890418	intergenic_bi_6959	+
chr3	120890395	120890895	intergenic_si_14014	-
chr3	120961602	120962102	intragenic_si_6277	+
chr3	120962960	120963460	intragenic_si_6278	+
chr3	120979894	120980394	intragenic_bi_7539	+
chr3	120988086	120988586	intergenic_bi_6960	+
chr3	121049405	121049905	intragenic_si_6279	-
chr3	121081582	121082082	intergenic_si_14016	-
chr3	121119150	121119650	intergenic_bi_6962	+
chr3	121120287	121120787	intergenic_bi_6963	+
chr3	121152325	121152825	intragenic_si_6280	-
chr3	121349205	121349705	intergenic_si_14020	+
chr3	121352785	121353285	intergenic_si_14021	+
chr3	121387829	121388329	intergenic_bi_6965	+
chr3	121522041	121522541	intergenic_si_14035	+
chr3	121554996	121555496	intergenic_bi_6969	+
chr3	121555648	121556148	intergenic_si_14036	-
chr3	121556584	121557084	intergenic_bi_6970	+
chr3	121556741	121557241	intergenic_bi_6971	+
chr3	121558975	121559475	intergenic_bi_6972	+
chr3	121570087	121570587	intergenic_si_14038	-
chr3	121570273	121570773	intergenic_bi_6973	+
chr3	121577455	121577955	intergenic_si_14039	-
chr3	121577900	121578400	intergenic_bi_6974	+
chr3	121583165	121583665	intergenic_bi_6975	+
chr3	121593374	121593874	intergenic_si_14041	+
chr3	121594301	121594801	intergenic_si_14042	-
chr3	121603300	121603800	intergenic_si_14043	-
chr3	121605081	121605581	intergenic_si_14044	+
chr3	121606149	121606649	intergenic_bi_6976	+
chr3	121606925	121607425	intergenic_si_14045	-
chr3	121607534	121608034	intergenic_si_14046	-
chr3	121608689	121609189	intergenic_si_14047	+
chr3	121609503	121610003	intergenic_bi_6977	+
chr3	121617261	121617761	intergenic_si_14049	+
chr3	121618078	121618578	intergenic_bi_6978	+
chr3	121639167	121639667	intergenic_si_14052	-
chr3	121672358	121672858	intragenic_si_6285	-
chr3	121777275	121777775	intragenic_bi_7546	-
chr3	121806806	121807306	intragenic_bi_7547	-
chr3	121807284	121807784	intragenic_si_6287	-
chr3	121899549	121900049	intergenic_bi_6979	+
chr3	121901927	121902427	intergenic_si_14058	-
chr3	121902905	121903405	intergenic_bi_6980	+
chr3	121909085	121909585	intergenic_bi_6981	+
chr3	121909241	121909741	intergenic_bi_6982	+
chr3	121912357	121912857	intergenic_si_14061	+
chr3	121949904	121950404	intragenic_bi_7550	-
chr3	121950682	121951182	intragenic_si_6288	-
chr3	121955408	121955908	intragenic_si_6289	-
chr3	121975756	121976256	intergenic_si_14064	+
chr3	121997934	121998434	intergenic_si_14065	+
chr3	121999768	122000268	intergenic_si_14066	+
chr3	122124731	122125231	intragenic_si_6290	-
chr3	122184786	122185286	intragenic_si_6291	-
chr3	122185169	122185669	intragenic_bi_7553	-
chr3	122186278	122186778	intragenic_bi_7554	-
chr3	122187154	122187654	intragenic_bi_7555	-
chr3	122213000	122213500	intragenic_bi_7556	-
chr3	122214488	122214988	intragenic_bi_7557	-
chr3	122216172	122216672	intragenic_bi_7558	-
chr3	122248092	122248592	intragenic_si_6295	+
chr3	122332410	122332910	intergenic_bi_6990	+
chr3	122563493	122563993	intragenic_bi_7559	-
chr3	126314631	126315131	intragenic_si_6299	-
chr3	126396214	126396714	intragenic_bi_7565	-
chr3	126398472	126398972	intragenic_si_6300	-
chr3	126708016	126708516	intragenic_bi_7566	+
chr3	126708659	126709159	intragenic_bi_7567	+
chr3	126710105	126710605	intragenic_si_6302	+
chr3	126710464	126710964	intragenic_si_6303	+
chr3	126826286	126826786	intragenic_bi_7568	+
chr3	126856690	126857190	intragenic_si_6307	+
chr3	127495610	127496110	intragenic_si_6309	-
chr3	127542700	127543200	intergenic_bi_6999	+
chr3	127616662	127617162	intergenic_si_14084	+
chr3	127617168	127617668	intergenic_bi_7001	+
chr3	129131978	129132478	intergenic_si_14089	-
chr3	129140593	129141093	intergenic_bi_7003	+
chr3	129174853	129175353	intergenic_si_14091	-
chr3	129233299	129233799	intergenic_bi_7004	+
chr3	129238464	129238964	intragenic_si_6310	-
chr3	129239030	129239530	intragenic_si_6311	-
chr3	129295747	129296247	intragenic_bi_7577	-
chr3	129540837	129541337	intragenic_bi_7580	-
chr3	129549785	129550285	intragenic_si_6314	-
chr3	130314893	130315393	intergenic_bi_7011	+
chr3	130317299	130317799	intergenic_si_14103	-
chr3	130352428	130352928	intergenic_bi_7013	+
chr3	130352883	130353383	intergenic_si_14106	+
chr3	130363052	130363552	intergenic_si_14107	-
chr3	130363470	130363970	intergenic_bi_7014	+
chr3	130384149	130384649	intergenic_bi_7015	+
chr3	130386696	130387196	intergenic_bi_7016	+
chr3	130386986	130387486	intergenic_si_14109	+
chr3	130387674	130388174	intergenic_bi_7017	+
chr3	130387796	130388296	intergenic_bi_7018	+
chr3	130390002	130390502	intergenic_si_14110	+
chr3	130391038	130391538	intergenic_si_14111	+
chr3	130392416	130392916	intergenic_si_14112	-
chr3	130394114	130394614	intergenic_bi_7019	+
chr3	130394582	130395082	intergenic_si_14113	+
chr3	130417724	130418224	intergenic_bi_7021	+
chr3	130998285	130998785	intragenic_bi_7584	+
chr3	131052927	131053427	intergenic_si_14123	-
chr3	131057496	131057996	intergenic_si_14124	-
chr3	131067322	131067822	intergenic_bi_7024	+
chr3	131067553	131068053	intergenic_bi_7025	+
chr3	131070751	131071251	intergenic_si_14127	-
chr3	131073060	131073560	intergenic_si_14128	-
chr3	131074527	131075027	intergenic_si_14129	-
chr3	131126426	131126926	intergenic_si_14134	-
chr3	131126560	131127060	intergenic_si_14135	-
chr3	131132403	131132903	intergenic_si_14136	-
chr3	131133493	131133993	intergenic_si_14137	-
chr3	131134452	131134952	intergenic_si_14138	-
chr3	131135806	131136306	intergenic_si_14139	-
chr3	131143204	131143704	intergenic_si_14142	-
chr3	131146566	131147066	intergenic_si_14143	-
chr3	131147343	131147843	intergenic_si_14144	-
chr3	131151398	131151898	intergenic_bi_7026	+
chr3	131151952	131152452	intergenic_bi_7027	+
chr3	131152086	131152586	intergenic_bi_7028	+
chr3	131152733	131153233	intergenic_si_14146	-
chr3	131152855	131153355	intergenic_bi_7029	+
chr3	131153443	131153943	intergenic_bi_7030	+
chr3	131154198	131154698	intergenic_si_14148	-
chr3	131156076	131156576	intergenic_bi_7031	+
chr3	131156531	131157031	intergenic_bi_7032	+
chr3	131157303	131157803	intergenic_si_14150	+
chr3	131158065	131158565	intergenic_si_14151	+
chr3	131158677	131159177	intergenic_si_14152	+
chr3	131158971	131159471	intergenic_si_14153	+
chr3	131173608	131174108	intergenic_si_14154	-
chr3	131179619	131180119	intergenic_si_14155	+
chr3	133385453	133385953	intergenic_bi_7037	+
chr3	133411577	133412077	intergenic_si_14166	-
chr3	133413052	133413552	intergenic_si_14167	-
chr3	133426613	133427113	intergenic_si_14168	+
chr3	134951329	134951829	intragenic_si_6320	-
chr3	135065158	135065658	intergenic_si_14171	-
chr3	135088044	135088544	intergenic_si_14174	+
chr3	135088178	135088678	intergenic_bi_7038	+
chr3	135103646	135104146	intragenic_si_6322	-
chr3	137791930	137792430	intragenic_bi_7601	+
